-13.149.394.420
-11.579.476.592
-10.018.916.529
-8.467.662.763
-6.925.664.110
-5.392.869.665
-3.869.228.807
-2.354.691.190
-849.206.747
647.274.315
1.268.843.235
2.747.465.818
4.217.232.760
5.678.192.768
7.130.394.278
8.573.885.464
7.075.914.231
8.502.128.224
9.919.774.823
11.328.901.149
11.863.595.783
13.255.821.890
14.639.667.537
16.015.178.815
17.382.401.565
18.741.381.373
