Date,Power
2023-01-08,4869.08
2023-01-15,2780.21
2023-01-22,1402.85
2023-01-29,4298.45
2023-02-05,2497.47
2023-02-12,4341.58
2023-02-19,6201.06
2023-02-26,5421.24
2023-03-05,2966.51
