Date,Power
2023-01-08,45342.15
2023-01-15,46062.0
2023-01-22,55885.24
2023-01-29,62090.38
2023-02-05,50740.23
2023-02-12,42172.33
2023-02-19,46545.01
2023-02-26,57275.21
2023-03-05,3692.69
