Date,Power
2023-01-08,14364.07
2023-01-15,27539.38
2023-01-22,28098.88
2023-01-29,21247.83
2023-02-05,24104.76
2023-02-12,21355.7
2023-02-19,26780.69
2023-02-26,18066.82
2023-03-05,4469.03
