Date,Power
2023-01-08,2892.94
2023-01-15,2397.01
2023-01-22,1402.85
2023-01-29,2021.69
2023-02-05,2497.47
2023-02-12,2977.57
2023-02-19,2490.52
2023-02-26,2788.06
2023-03-05,1505.73
