Date,Power
2023-01-08,304504.64
2023-01-15,453411.79
2023-01-22,512326.53
2023-01-29,465618.94
2023-02-05,460130.74
2023-02-12,389247.64
2023-02-19,443897.06
2023-02-26,473610.11
2023-03-05,48892.86
