Date,Power
2023-01-08,13414.72
2023-01-15,25743.01
2023-01-22,25764.21
2023-01-29,21667.68
2023-02-05,22233.06
2023-02-12,21156.94
2023-02-19,27220.86
2023-02-26,19424.65
2023-03-05,5707.68
