Date,Power
1/8/2023,17581.67
1/15/2023,28231.5
1/22/2023,28254.75
1/29/2023,23978.2
2/5/2023,24382.26
2/12/2023,23202.11
2/19/2023,31047.44
2/26/2023,21302.36
3/5/2023,6259.43
