-9.427.149.200
1.387.922.759
1.380.511.788
1.373.137.871
1.365.800.825
1.358.500.463
1.351.236.603
1.344.009.063
1.336.817.660
1.329.662.214
724.585.530
1.315.458.475
1.308.409.826
1.301.396.419
1.294.418.079
1.287.474.632
1.280.565.901
1.273.691.714
1.266.851.898
1.260.046.281
655.317.676
1.246.536.961
1.239.832.919
1.233.162.397
1.226.525.227
1.219.921.244
