-13.149.394.420
-11.534.163.453
-9.928.539.474
-8.332.469.643
-6.745.901.413
-5.168.782.524
-3.601.061.007
-2.042.685.174
-493.603.625
1.046.234.759
1.710.922.535
3.232.426.820
4.744.839.616
6.248.210.925
7.742.590.474
9.228.027.720
7.771.771.844
9.239.471.758
10.698.376.106
12.148.533.264
12.724.033.061
14.156.839.901
15.581.043.087
16.996.689.939
18.403.827.517
19.802.522.579
