-9.891.493.200
-8.508.213.881
-7.132.345.533
-5.763.851.102
-4.402.693.717
-3.048.836.694
-1.702.243.531
-362.877.909
969.296.311
2.294.315.086
3.023.544.055
4.334.359.091
5.638.125.476
6.934.878.455
8.224.653.095
9.507.484.286
10.783.406.747
12.052.455.021
13.314.663.479
14.570.066.320
15.230.027.437
16.471.920.958
17.707.110.437
18.935.629.394
20.157.511.181
21.372.788.985
