Date,Power
1/8/2023,10450.1
1/15/2023,22926.18
1/22/2023,24342.88
1/29/2023,17531.44
2/5/2023,19702.69
2/12/2023,16758.17
2/19/2023,22149.09
2/26/2023,13932
3/5/2023,2702.1
