Date,Power
2023-01-08,3012.94
2023-01-15,2517.01
2023-01-22,1402.85
2023-01-29,2141.69
2023-02-05,2497.47
2023-02-12,3217.57
2023-02-19,2610.52
2023-02-26,3028.06
2023-03-05,1505.73
