Date,Power
1/8/2023,13944.91
1/15/2023,27659.38
1/22/2023,28098.88
1/29/2023,21367.83
2/5/2023,24104.76
2/12/2023,21595.7
2/19/2023,26900.69
2/26/2023,18306.82
3/5/2023,4469.03
