Date,Power
1/8/2023,4869.08
1/15/2023,2780.21
1/22/2023,1402.85
1/29/2023,4298.45
2/5/2023,2497.47
2/12/2023,4341.58
2/19/2023,6201.06
2/26/2023,5421.24
3/5/2023,2966.51
