Date,Power
2023-01-08,5481.35
2023-01-15,3129.81
2023-01-22,1579.25
2023-01-29,4838.96
2023-02-05,2811.52
2023-02-12,4887.52
2023-02-19,6980.82
2023-02-26,6102.94
2023-03-05,3339.54
